App,Lingua,Valutazione,Utente,Data,Recensione
KitchenPal,EN,3,David Whitta,2022-03-03 03:09:17,Would appreciate allowing hard goods to be added
KitchenPal,EN,5,Luv Sheth,2022-02-25 16:31:25,This is everything I dreamed of
KitchenPal,EN,5,Grace Aristidou,2022-02-22 02:16:24,I love this app. I don't even have to get up to make my grocery list and it makes recipe finding easy!
KitchenPal,EN,1,Anita Rhoads,2022-02-17 00:54:11,"I've downloaded to my tablet and to my phone. I signed up and it gave any error. I deleted and tried again. This time is said sign in.. I guess it got me signed up, but now it says it can't connect to the server. Maybe y'all are down for maintenance or something. I was so excited to find this app. Not so much now. Please let me know so that i can try again. FYI, i connected through Google, which i do with all my apps. Also, no problem with connecting to other games and apps right now, just this."
KitchenPal,EN,5,Alexis,2022-02-14 01:38:34,amazing
KitchenPal,EN,1,J M,2022-02-12 20:07:19,"Downloaded then added a few products and then it froze and now it cannot ""connect to server"". It looks like a good app and maybe I'll try again later."
KitchenPal,EN,2,Corrupter,2022-02-11 07:23:09,needs darkmode
KitchenPal,EN,1,Shane Paris,2022-02-06 06:42:56,"Wants a premium membership to add items to the pantry. $3/month, $12/year, or $25 ""lifetime"". Not really useful enough to justify that."
KitchenPal,EN,5,Jeanne Coonfield,2022-02-05 18:05:36,"Subscribe, it's well worth it for the increased flexibility of program. Pros, scanning, easy to add and subtract the number of items, easy to explore app without accidentally changing things. Con - I haven't figured out how to enter items in multiple places without scanning item multiple times or to move them from say, fridge downstairs to fridge upstairs. and where's the help menu? But I'm having fun figuring out and minimal frustration."
KitchenPal,EN,4,Vicky Lanning,2022-02-05 01:46:48,I like the app but can't find how to change the category after I scan in a product. Where are the instructions?
KitchenPal,EN,3,Ashley Lee,2022-02-04 13:17:39,Love the ease of scanning barcode. But very slow to open product info
KitchenPal,EN,1,H W,2022-01-30 14:37:09,"App will allow you to add ONLY what is in THEIR inventory. I couldnt find pickled eggs, shark, manhatten clam chowder, etc. Also, the items are NOT in alphabetical order. When i click ADD PRODUCT, the app just fades dark and then back in 7 seconds later."
KitchenPal,EN,4,Sal Shearer,2022-01-30 05:33:02,"I bought the monthly subscription, but it won't upgrade, so I cancelled it. It says I'm subscribed until Feb, but the app is still at basic. Edited to add: I was contacted right away about the issue and it was very quickly fixed, as well as given to me at no cost for a month. If I like the app, and I do so far, I'll most likely subscribe long-term. It's been very useful so far, and I think only twice has it not known a product or given me the wrong info when I scan a barcode."
KitchenPal,EN,5,Karla Peebles,2022-01-27 14:03:23,Excellent app. Easy to understand and share with other people. Customer service is amazing as well.
KitchenPal,EN,5,Angela Higgins,2022-01-26 20:15:17,this is the absolute best program I have found!
KitchenPal,EN,5,Twisty Pinky,2022-01-15 14:55:43,very excited about this app! Can't wait for it to make keeping track of what's in the kitchen so much easier!
KitchenPal,EN,4,Brooke Langley,2022-01-14 14:44:15,"New to the app, I had to pay due to the fact i have over 100 items (but that's okay) i need something that will tell me what i have! I like how it even gives you ideas of recipes and shopping list (scan). I was also able to share with my family members! It was given a 4 out of 5 bc i wish i could also access on a computer!"
KitchenPal,EN,5,Leonel Delagarza,2022-01-13 19:23:43,awesome app!
KitchenPal,EN,5,Kara Lynn Scott,2022-01-13 04:45:28,great product with great customer support
KitchenPal,EN,1,Komal Ashfaq,2022-01-12 19:53:06,It takes ages to load each page. If this didn't happen jt would be an amazing app
KitchenPal,EN,5,robyn boudreau,2022-01-09 22:55:52,super helpful! love it
KitchenPal,EN,1,Christina Carver,2022-01-07 00:39:04,I was real excited about this app however I learned that it was not adequate for me when I hit the item limit halfway through my pantry...I might have considering paying for premium but not without being able to really use and half is not good enough. Beware and do not spend an hour scanning only to find you can't add all your items.
KitchenPal,EN,1,Ron Heroux,2022-01-02 18:20:17,I tried scanning Market Basket diet Root Beer as my first scan and got the message that scanning was limited to 100 items in the free version. If the app doesn't work for something this simple there is no incentive for me to buy the premium version.
KitchenPal,EN,4,Bobbi,2022-01-01 19:35:27,It is super amazing until you have to pay for more scans
KitchenPal,EN,5,Rhajaro,2021-12-29 21:19:30,Keeps food on track and less waste
KitchenPal,EN,3,sylvie d,2021-12-28 15:43:29,It's great except that it takes too long to upload everytime we open it and that there are too many steps needed to add items.
KitchenPal,EN,4,Millennial Mike,2021-12-28 15:32:45,The app is very useful for food inventory. A feature I would like to see get better though is the recipe feature. The app is not very good at finding recipes with ingredients you already have.
KitchenPal,EN,5,Patricia Neal,2021-12-21 14:24:28,"I have been downloading almost every application to find a good grocery list app that I like. although I don't love this application, I feel that this is one of the better ones. I just want simple with more suggestion items for my list. The recipes in here are not appealing, they need work there; add more recipes. It is a good start for the app. Would love to find an app that makes my list with many icons..but after I add the item to my list, the application also would search for coupons"
KitchenPal,EN,4,Tamara Francois,2021-12-20 22:24:45,saves a lot of food
KitchenPal,EN,4,James Hutching,2021-12-18 17:03:44,So far a solid app with big potential. Will up date later after more useage.
KitchenPal,EN,4,Jannike Bogaerts,2021-12-17 12:51:45,"I'm not able to edit my previous comment or reply to the comment of the developers but even though there are notifications there still is no ""minimum"" requirement except for full half and low as much as in the unity section or would be nice to have the option of ""piece"" as not all is measured in weight or volume :)"
KitchenPal,EN,3,Jodie Schafer,2021-12-17 01:14:26,After so many items you can't add any more. Even just a general option would be nice
KitchenPal,EN,4,Brett Rowland,2021-12-17 00:50:57,Really like the app. Wish there was a better way for recipes. Also another feature that would really help out is meal planning where we put our recipes into a weekly planner.
KitchenPal,EN,4,Cecil Spangler,2021-12-13 00:25:07,"Overall this app is definitely a 9/10. There is some room for improvement though. Sharing kitchen across devices is amazing, bar code scanning is awesome despite having to enter any generic foods manually (consider adding this as built in option please). The units of measurement and quantity need refinement as there isn't a way to add fractional items or partial inventory ie half box of macaroni? The recipe suggestion and lookup is terrible this need to be boxed up. URL link recipes instead."
KitchenPal,EN,5,Kimberley Truesdale,2021-12-05 20:09:23,Just what I needed for new ideas with food I already have!
KitchenPal,EN,3,Anthony,2021-11-23 10:58:41,Good looking app. I added in everything I had but there wasn't many recipes. Maybe because I'm vegan. Like 4-5 recipes which only 1 was good. If their were more recipes it would be 5 stars.
KitchenPal,EN,4,Ryan Pavlus,2021-11-23 02:13:33,Will help with marriage arguments
KitchenPal,EN,3,Jeanette Menezes,2021-11-21 18:56:19,I would love it BUT the app keeps crashing I have uninstalled and reinstalled but didn't work I'm getting tired of this and about ready to get rid of it
KitchenPal,EN,2,Nicolas Allen,2021-11-20 22:31:00,"I understand that you guys are still a small startup, me and my wife really tried to make this app work for us. we paid for the year subscription, but it keeps insisting that my wife has to pay for a year on her phone as well? either way it got so frustrating always asking her to pay and kicking her out and making her sign back in, etc. I hope you guys can fix this and it works good for your future customers but it didn't really work for us."
KitchenPal,EN,1,Daniel Smedegaard Buus,2021-11-16 12:33:39,Barcode scanner doesn't work. Won't focus.
KitchenPal,EN,5,FreddyFreddy,2021-11-14 02:45:16,wonderful
KitchenPal,EN,1,Michelle OBarto,2021-11-11 15:17:49,I so wanted to like this app. Seemed like it would be perfect fir me. So much so that I even paid for the lifetime premium. It actually took away features. I emailed them and they said they fixed it. Nope. I was able to get a refund. That was the only good experience.
KitchenPal,EN,4,Jaseem Qureshi,2021-11-05 17:06:20,Maybe make it possible to add unregistered products.
KitchenPal,EN,5,Maggie Skinner,2021-11-04 21:50:36,Easy to use! Great app
KitchenPal,EN,1,Rae Johnson,2021-11-01 01:32:39,"I was excited to try this. I downloaded it, spent hours scanning everything into the app. The next day, I went shopping. Opened the app to scan in my groceries... Only to be told that I've now got to pay for it. Should definitely have been told that this is a paid app before I spent all that time scanning everything in. I do not appreciate being lied to and deceived. Will be uninstalling it, unless there's a free version available"
KitchenPal,EN,2,Ricky Wakim,2021-10-24 17:50:16,"When you click to choose a product, the app freezes. The only way to use it again is to force close it and start again"
KitchenPal,EN,5,Grace&Grit,2021-10-21 04:22:19,"Had a location issue, contacted support from their reply, and they promptly provided detailed how to. Amended my review accordingly from 2 to 4 stars. Received 2nd email with instructions to create custom locations. Edited to rate for 5 stars. Anticipating this simplifying household management. Bonus feature is if Hubby ever does go to the store he will have a picture to help him."
KitchenPal,EN,2,Rachel Oskierko,2021-10-19 21:17:59,"I love the app except the program keeps glitching on me. And when I've tried to hit the ""ask a question link"" it sends me to the share page. I paid for the premium pack and it still shows me as a basic user and won't allow me to use the features. I've uninstalled and reinstalled the feature multiple times."
KitchenPal,EN,5,Mario Jimenez,2021-10-18 16:44:43,They corrected the issue with my premium service and the shared family account. Thanks for the quick reply.
KitchenPal,EN,1,Abe Bowen,2021-10-17 18:17:48,This app requires you to purchase it after a short period of using it. I had my whole pantry finished when I unexpectedly found this out too.
KitchenPal,EN,5,abby A,2021-10-16 23:59:54,Great app that helps me not buy food I already have that I forgot about. Also keeps track of expiration dates so we don't waste food. It helps us stay organized and save money by not wasting and overbuying food. The barcode feature is awesome!
KitchenPal,EN,3,Kim Harsh,2021-10-16 03:35:09,Some features aren't working correctly. I have some items moving to the wrong storage option. Some pictures don't match up to descriptions like a picture of chicken legs when searching chicken thighs or garlic salt populating for meat tenderizer
KitchenPal,EN,4,Ekaterina Arkhangelskaya,2021-10-15 15:16:53,"Cool qpp, but the fact that products move back to the pantry even after I managed to move them to the fridge section is maddening, it's happening again and again. Also I can't edit categories of a product, so I have a bunch of products in the ""other"" category, for example"
KitchenPal,EN,3,Brain Stem,2021-10-13 16:28:15,"The barcode scanning feature is the best part of the program. If you planning on tracking a lot of items you should look into a pc based database. It takes this program forever to respond after every entry. It crashes all the time, yet doesn't seem to lose data. Very aggravating to use because it is so slow ! ! Once it has your data there, there isn't much that it lets you do with your data, like a simple print out of what you got. I regret using this app for my food pantry project needs more simple database features to manipulate the food storage data the way we want !"
KitchenPal,EN,1,Dylan Naff,2021-10-12 23:12:30,I bought the premium of this app to unlock the ability to add categories. My review keeps getting deleted. This app does not allow you to access premium features after you buy it the app will continue to crash and asks you to buy again. Buyer beware.
KitchenPal,EN,4,Alex Mackay,2021-10-03 18:17:14,"helpful, but with occasional crashes."
KitchenPal,EN,1,Jennifer Hurley,2021-10-03 00:10:36,"It gives you a bogus low limit of food you can add to your fridge before it locks you behind a pay wall. It's extremely annoying and feels shifty, don't pay for this scam."
KitchenPal,EN,1,Jacob Pennington,2021-10-02 20:58:15,"Paid for premium, but it won't let me scan items."
KitchenPal,EN,5,Dani Shmait,2021-10-01 11:39:14,App doesn't work
KitchenPal,EN,3,Cre Minni,2021-09-30 18:13:34,"The overall layout and function of the app is easy to use and to understand. However, I have to agree with other reviews that there's not a whole lot in terms of recipes friendly to specific diets. Under the healthy food section there was fried hashbrowns, apple pies, and other baked goods. I think the developer needs to fine tune the apps overall sorting system. Or maybe moderate user submitted recipes a little more closely. Wish I could have kept using it!"
KitchenPal,EN,4,Ashley Visina,2021-09-25 17:51:26,"The free version of this app is great, but i would like to be able to add how much of something is left. (i.e half the bag of sugar)"
KitchenPal,EN,4,Carl L,2021-09-21 00:30:43,Shame expensive to use
KitchenPal,EN,4,Ellyse F,2021-09-15 04:02:37,it's so helpful so far! actually makes updating household inventory fun The only thing I don't like so far is that I can't seem to make my own categories. I would rather have spices separate from condiments. I would also like the freedom to categorize items in my own kitchen under the category I want them in.
KitchenPal,EN,4,Jeff Cassapi,2021-09-14 12:50:49,Too many common items missing but this will improve with submissions... I add stuff manually which is perfect.
KitchenPal,EN,4,Nichole Johnson,2021-09-13 19:30:28,"it's a great idea, but frustrating if you're used to using ""cups"" as a unit of measure, since it is not an option."
KitchenPal,EN,5,Tim Hopkins,2021-09-12 13:01:07,"This is a very nicely put together app for you kitchen inventory and suggesting recipes for what you have in your home. When I had a problem, the support team was able to fix it in less than 24 hours. Excellent customer support and very friendly."
KitchenPal,EN,5,Frances Cochrane,2021-09-10 09:31:31,The more I play with it the more I love it!
KitchenPal,EN,5,Ed Wolny,2021-09-10 05:09:44,Just starting to use. Find perfect for my needs. Wasting lots of food also buying stuff l already had
KitchenPal,EN,2,Cassandra Martin,2021-09-08 00:46:35,"Does not log prices so if you're looking for an app to help you stay on budget, this one won't help."
KitchenPal,EN,3,Lizz C,2021-09-07 19:25:17,"Is there a web interface? I really like the way this app is organized but I gave up on it because entering items on the app was so cumbersome. It would be great if you had a web interface so you could make entries on a full keyboard on your computer, then sync to your phone. Maybe in a future release?"
KitchenPal,EN,4,Tabi Marie,2021-09-04 18:34:06,I absolutely love this app it has helped me know what we have and we don't over buy thank you
KitchenPal,EN,4,Jason Billings,2021-09-03 20:21:03,"great program for organizing stuff in your pantry and fridge. downside, it crashes frequently."
KitchenPal,EN,5,Tricia Miller (Luv'n Louisiana),2021-08-30 22:56:51,"The KitchenPal App is The one you've been looking for people. I ran across this app looking for a solution to declutter and organize my pantry. After trying 3 other apps prior to finding this one, it has proven to be 'Hands Down' One of the THE BEST Apps I NEVER realized I needed. The app promised a solution and delivered that promise X Ten. With tons of fresh ideas, It's so simple to use. The recipes are based on what's available in your own pantry. Add or eliminate items as you go. Get it."
KitchenPal,EN,3,Jayne Bittner,2021-08-28 22:54:51,can't change product classification
KitchenPal,EN,1,B,2021-08-27 01:56:58,"I cant add any items to my kitchen anymore without paying or sharing the app. The main usage of this app is behind a pay wall, might as well just be a paid app."
KitchenPal,EN,1,DAH,2021-08-22 19:54:29,"Cool idea, but terribly limited. Many UPC come up with the wrong info or no info at all, requiring the user to manually input data and pics. The shopping list is clunky, with annoyances like deleting items that you don't purchase on a single trip. I wish I hadn't subscribed so quickly. Keep continues to be a better solution for me."
KitchenPal,EN,4,siana thomas,2021-08-22 12:17:25,I've been really enjoying it so far. Some of the substitutes aren't quite right but I think the app is still depending on people to correct that. As well any uploaded recipes take a long while to actually go through but with some more users and a bit more work I can well see this app being successful in the future.
KitchenPal,EN,5,sherry squiers,2021-08-22 00:44:28,So far this is an awesome app!!
KitchenPal,EN,5,Pavel Poley,2021-08-18 17:57:47,"Useful app to track food, and awesome recipes."
KitchenPal,EN,5,Brittani Mehl,2021-08-18 09:10:27,I'm loving it so far
KitchenPal,EN,5,Jaslyn Duecker,2021-08-17 20:32:58,I love this app. Easy to use and very useful!!
KitchenPal,EN,4,Julie Scidmore,2021-08-16 21:18:56,still brand new to me but so far I am very excited its working as I had hoped
KitchenPal,EN,5,Karla Harkins,2021-08-15 19:48:46,so far it's great! I had to upgrade to premium to get the feature to choose where my product would go. This is by far the easiest app I have found to keep track of my grocery inventory.
KitchenPal,EN,4,Steven Briesacher,2021-08-14 19:40:40,Love this app. Barcode scanner is a time saver! Wish this got a expiry date reader as well so I don't have to put it down manually every time.
KitchenPal,EN,5,Amy Homer,2021-08-14 17:28:15,I have tried other apps like this one and would get discouraged with them. Kitchen Pal is easy to use. I'm able to share with other family in the house. I love that when it expires it alerts me and puts in my shopping list. I would definitely recommend it to family and friends!
KitchenPal,EN,3,M Long,2021-08-13 02:49:00,Seems like a great app but can't add simple frozen meat such as ground beef or chicken breasts
KitchenPal,EN,4,Patricia Grady Smith,2021-08-12 12:19:08,"Overall a great app. Very easy to use. My only issue is trying to get items categorized the way I want them to be. I haven't figured that out yet, but I've only been using the app for two days."
KitchenPal,EN,4,Leedie,2021-08-11 20:40:28,"Nice app. The tracking of expiration dates is very useful. The feature I would like to see is the ability to change portion sizes - for example, when adding carrots via text, it only shows 120gr portion, when I have the whole package weighted 500gr. Just the ability of putting in the quantity, without the portion sizes, would be nice. The ability to put in the quantity as units instead of gr (at least for some products, like eggs) would also be nice"
KitchenPal,EN,1,Raymond Keen,2021-08-10 20:07:12,"Installed/uninstalled, no reorder minimum maximum levels"
KitchenPal,EN,4,Mike Defibaugh,2021-08-08 22:54:28,Takes some work to keep it up to date but a really useful tool
KitchenPal,EN,5,Jordi Hampton,2021-08-07 07:20:31,"I am loving this app so far! Worth the upgrade and reasonably priced! I was able to reach out to customer service on facebook, very helpful and friendly!"
KitchenPal,EN,5,Daniel Voisin,2021-08-07 00:41:07,Wow! Just got it and I see so much potential for use here. I've been dreaming about an app like this for years. So far seems like the best solution out there.
KitchenPal,EN,5,Christine Gan,2021-08-04 14:56:14,The best app ever! Writing my full review later 😊
KitchenPal,EN,5,Ross Hoffman,2021-08-02 18:22:48,Exactly what I was looking for. With the barcode reader it's easy to add or remove items in your kitchen. I share this app with my wife and my granddaughter who lives with us so we all have access to it and can add or remove items so that it is always up to date. I recently changed my email address and the KitchenPal Team was very helpful in helping me transfer all items from one account to the other. All in all a great app. I highly recommend it.
KitchenPal,EN,5,Amber Elle,2021-07-16 03:34:34,super convenient! I can already tell this is going to save me a ton on groceries!
KitchenPal,EN,5,Brittany Beard,2021-07-11 21:34:18,love it
KitchenPal,EN,3,Jeanne Shermak,2021-07-08 04:28:36,still learning the AP have a lot to add some products don't have all the nutrition info so have to go back and edit but I'll get there. I'm sure it's going to help so no food gets wasted.
KitchenPal,EN,4,Jennifer Im,2021-07-04 06:03:30,very versatile... helps from over buying or buying by accident because you think you're all out
KitchenPal,EN,3,EM Oc,2021-07-01 17:04:05,"Trying to figure out how to change the category. It says ""modern product"", not the ""seasoning"" category it should be -- and it also would apply to a lot of other categories. So it's telling me I have to login. I don't want to do this at this point -- if I like it enough I will buy it, then I guess it would make more sense to have a little personal info. Do you have an override feature or another way to do this? Also, for products that can't be found, it's not letting me add it either."
KitchenPal,EN,3,Heather S,2021-06-27 18:04:14,the delete option doesn't seem to remove the item. just moves it from list to storage or storage back to shopping list. other than that it's easy to use and helpful.
KitchenPal,EN,5,Crafty Raven,2021-06-25 02:51:58,easy to use and very convenient. barcode scan for pantry inventory is an absolute lifesaver!
KitchenPal,EN,5,Diane Jane,2021-06-21 12:06:32,"I can finally plan a meal from my armchair, rather than delving into the freezer and cupboards"
KitchenPal,EN,1,Elazar Levin,2021-06-21 11:32:23,"When I go the recipes menu, the entire app becomes unresponsive, and I have to exit it. Completely unusable"
KitchenPal,EN,5,R J 283,2021-06-20 17:49:41,"I'm using the free version at the moment and I think this app is great. I just organized my food stuff about a month ago but I still ended up getting rid of 6 bags of expired food. Having the app ask the expiration date forces one to actually look for it. If I continue to use this app, (because, let's face it, remembering to delete used food is going to be the issue) I will happily buy the app. I'm convinced that most bad reviews are from stupid people who can't figure out life in general"
KitchenPal,EN,5,Maribel Quiles,2021-06-09 13:54:22,Great method to maintain my inventory all the time. Very easy to use.
KitchenPal,EN,5,Clàudia Rosa,2021-06-02 22:29:09,"Really useful. Easy to use, allows you to scan your shoping (barcode) and add the ones not already available. Also some recipe suggestions for your ingredients. It tells you exactly what you would need to buy (if anything at all)."
KitchenPal,EN,5,forbigd,2021-06-01 03:25:40,Working well. does what I want
KitchenPal,EN,5,Javoris Turner (JT-Hero),2021-05-26 13:20:08,Where has this app been all my life!?! Definitely recommending this to family and friends. EXTREMELY SATISFIED!
KitchenPal,EN,5,Radha Advika,2021-05-18 19:20:17,Good
KitchenPal,EN,4,Nathan Family,2021-05-05 03:28:32,Pretty good app but sometimes the barcode scanner doesnt work. One good addition will be to allow the user to input their own barcode numbers so they do not need to scan every product
KitchenPal,EN,4,Polina Alekseenko,2021-04-29 08:41:40,App is really useful but I get an error everytime I try to set a custom expiration date?
KitchenPal,EN,2,LordZibblington,2021-04-29 01:56:14,"What I wanted was an app I could use to track my recipe ingredients for easy shopping lists. This app, after making me pay $3 to add my own stuff, doesn't even have a private recipe functionality. I have to spend 5 minutes digging through the interface to find the deliberately hidden button that allows me to add a recipe. Then I have to spend 15 minutes fleshing out the entire recipe to share a generic lasagna recipe that I'm only uploading because I have to in order to view the ingredients."
KitchenPal,EN,3,Joseph Gutierrez,2021-04-25 20:11:43,App crashes when selecting a item. Doesn't matter which item.
KitchenPal,EN,3,thedevbird,2021-04-25 02:02:19,"Good for what it does, although other apps can do more for free"
KitchenPal,EN,4,Tishawnie Phillips,2021-04-16 22:55:09,It is really helpful.
KitchenPal,EN,2,Kate N,2021-04-16 16:40:36,"Good idea, very weak implementation. I hope it will improve, then there will be more stars here. The developer can start with using the app themselves, then the numerous drawbacks in search, notifications, adding products, sorting etc will be obvious for them. this one is the least clumsy kitchen app I've seen so far. But still a long way to go. And of course there is absolutely no point in buying the paid version until the free version's usability is up to standard. Upd. Minus 1 star for spam"
KitchenPal,EN,3,Swati Sinha,2021-04-12 08:53:03,Hi. It is nice but it would be more convenient if I can add type of measurement myself like when adding new item whether the item is in counts or by weight! Also it will be great that when an item is over in my pantry or kitchen it is added in shopping list automatically or atleast prompts me asking if I want to add it in the shopping list automatically.
KitchenPal,EN,5,Kortney,2021-04-11 01:02:47,easy and quick to use
KitchenPal,EN,5,Alexandra Springer,2021-04-09 03:39:32,"Had an issue with the premium update, but it was fixed within an hour. Excellent customer service!"
KitchenPal,EN,5,Linda Vanstone,2021-04-06 13:43:02,I have just started using this app and I am very impressed so far. As a premium member I am able to feed into possible features for the future. The developers are very responsive to my questions and comments.
KitchenPal,EN,5,B. Walter Dorsey,2021-03-30 14:16:13,Very Impressive and reliable
KitchenPal,EN,4,Nicole Merkes Dienethal,2021-03-30 05:53:29,"It's definetly the best pantry organizer/tracker on the market as far as how much you can add to it. However, ever few adds I get the spinning wheel of death! It's extremely annoying to back out and force close each time this happens. Especially since it's my first time adding stuff, it's going to take me forever to add things. But I check out other apps, and they just don't compare to the options this one has. Please keep updating. :)"
KitchenPal,EN,4,Aletse Mar,2021-03-29 05:37:49,So far so good 👍let me give it a week only used it for 5 minutes so far 😅
KitchenPal,EN,5,nicole c,2021-03-28 04:55:16,time consuming to set up. love that I can take my pantry to the store when I run in after work.
KitchenPal,EN,5,bogdabrb,2021-03-26 22:09:09,Awesome!
KitchenPal,EN,4,Michelle Oertner,2021-03-25 13:30:58,Needs a little more developing but very good concept and fairly easy to use
KitchenPal,EN,5,Juan Martinez,2021-03-21 04:33:54,very nice
KitchenPal,EN,1,Rachel Shepherd,2021-03-12 20:21:54,"Maybe I'm missing something, but the categorization is terrible making this app pretty much useless. For example tomato paste definitely doesn't belong in the dairy category. This issue needs to be fixed, this app has the potential to be anazing. -disappointed"
KitchenPal,EN,4,Kim,2021-03-12 00:30:17,"very helpful app, although placement of the ""clear kitchen"" button is too easy to press accidentally, it scares me! I don't want to erase my hard work! also the ""associated ingredient"" feature has a terrible search function, the suggested items aren't even close half the time!"
KitchenPal,EN,5,Jodie D,2021-03-09 23:22:11,"very convenient, well desighned, and NO ADDS👍"
KitchenPal,EN,2,Shannon Weary,2021-03-08 23:25:20,"Unfortunately you can't scan a barcode without it judging your food. If you are recovering from a ED, have general food issues or just hate diet culture beware"
KitchenPal,EN,2,Heather Schwarck,2021-03-06 19:26:35,"This app is still undergoing matinence, so I understand it wont be perfect. However, a fundamental reason I downloaded this app was so I would know how much longer I had before food spoiled. And it isn't doing that. None of the ""days remaining"" numbers are counting down. My bread expires tomorrow, but it still says I have 3 days left (the same amount as when I had added it)"
KitchenPal,EN,5,Jeff P,2021-03-06 05:37:33,After buying new spices only to find the same spices in the back of the pantry I was looking for an app to keep better track of kitchen staples. This app does that and more. Looking forward to seeing all this app can do. Kudos too to the developers for their prompt responses to questions/issues.
KitchenPal,EN,5,Jolie,2021-03-04 21:35:03,Very helpful with organizing and inventory management. Also the layout is very simple to use and understand. Bonus point that it gives recipies that uses only the ingredients you have in stock!
KitchenPal,EN,1,Mary Oelker,2021-03-02 16:18:54,App won't let me sign up for an account at all or login. Keeps saying to check my internet connection when my connection is working for other apps. Very disappointed as I was looking forward to trying this out and can't.
KitchenPal,EN,4,Marshall Beiler,2021-03-01 23:22:54,"Make it so I can print the shopping list I am clumsy and dont like to look at my phone while shopping, I appreciate the quick Response I hope to see the new feature thank you!"
KitchenPal,EN,2,Joey Poh,2021-03-01 16:12:02,The app looked pretty good and was so excited to try it out! Until I actually tried it and it kept hanging and I can't add anything as nothing loads.
KitchenPal,EN,4,Amy Williams,2021-03-01 13:13:22,"Great app, really useful. Please can you add the following features: 1. Add an easy add item option (like a plus sign) at top or bottom of the screen and an option to scan or add item manually 2. Add ZAR to currency options 3. Include more south african based foods in the list 4. Allow user to change picture of goods in list so we can customize items in pantry. 5. Allow user to easily customize layouts and edit storage names. If these small things could be added I will definitely upgrade app."
KitchenPal,EN,5,Patri Yno,2021-02-27 02:17:11,"Omg. What?!?!? Why am I just finding out about this app? I have a glass of wine and scanning everything in my kitchen. It's so fun. I love love love it! Right now, I just have the basic but just based on how cool it is so far, I can definitely see myself paying for an upgrade in the near future. I love that it has a countdown on the corner of the pic of product and emojis to let you know if it's about to expire. I know I didn't explain it right but, you'll see when you download it and add stuff."
KitchenPal,EN,5,John Penaloza,2021-02-25 04:09:51,Very handy...nearly all BJs barcodes found.
KitchenPal,EN,5,Lana Paholke,2021-02-24 08:17:54,This app is awesome! Allows you to keep track of all the food in your household while simultaneously acting as a grocery list if need be. You can also click on whatever items you have in the house & it'll pull up recipes based on those items! It's well worth a try!
KitchenPal,EN,3,Nathen Brewer,2021-02-23 03:38:53,80% of my Pantry's UPCs aren't in the app. I buy most my groceries from Meijer.
KitchenPal,EN,5,Vincent Leonard,2021-02-22 15:02:30,amazing for keeping track of food
KitchenPal,EN,2,WyzeOwl,2021-02-21 14:36:24,"without a desktop app, this is only useful for grocery inventory. I will continue to use Plan To Eat for meal planning and recipe management"
KitchenPal,EN,2,Liam Bean,2021-02-19 19:41:11,"Needs an option to opt out of the ""health"" scores. Nutritional needs vary and all one size fits all scoring systems are always going to be misleading at best."
KitchenPal,EN,3,Nick Shavers,2021-02-19 04:22:51,Enjoying it so far (only day one of use) but this should be definitely interesting and useful.
KitchenPal,EN,5,Mary Milligan,2021-02-18 20:36:04,love this so far. scanning works great 95 % of time
KitchenPal,EN,5,Jon Laker,2021-02-16 21:27:21,"This is brilliant. Join forces with Alexa and you'll have a kitchen manager that's unbeatable. EDIT...upped to 5 stars. After an infuriating login issue with the app, I found that this developer is extremely proactive in LISTENING to their reviewers and rectifying issues. Within 24hrs, problem is SORTED. With polite and helpful email sent to apologise and assist. Extremely impressed now. Thank you."
KitchenPal,EN,5,Sivashankar Madike,2021-02-15 11:19:45,it is a good app. I was looking like this app for long time
KitchenPal,EN,5,Hunter Hordusky,2021-02-14 19:50:57,great product
KitchenPal,EN,5,P. K. Work,2021-02-12 21:46:09,"Very flexable, good yearly price"
KitchenPal,EN,3,james halley,2021-02-09 03:34:38,Sticks when you try to change the category of an item
KitchenPal,EN,5,Shasta Beemer,2021-02-08 14:57:20,"So far, I love it. It is literally exactly what I needed. I tried using a notebook, and a white board but I couldn't keep up."
KitchenPal,EN,5,Kaleigh “Kay” Plancon,2021-02-08 10:46:42,love this app!! just wish it was unlimited scans for the basic user!
KitchenPal,EN,3,David Jarrett,2021-02-07 19:16:49,"LANDSCAPE MODE??? Just installed, testing, seems to have great potential to do what I want/need. Flat out unusable in landscape mode on a tablet or mobile device. Needs accessible web interface. Doesn't let you test ""optional"" premium features, so how do we know they are worth paying for? Server unreachable errors."
KitchenPal,EN,4,Justin Williams,2021-02-06 19:12:52,Love it - though your share feature just says it can't connect which makes tracking between multiple people pretty difficult.
KitchenPal,EN,4,Shino A6,2021-02-06 06:19:23,"I love the app, very manageable! I would really prefer a desktop app or website so that I can access my pantry on desktop. It gets hard to add multiple unlisted products on the mobile. Or an option to import my pantry to another desktop platform."
KitchenPal,EN,3,Chrissie Baker,2021-02-06 00:34:46,"We do our bulk shopping monthly and want to use an app to organise our kitchen cupboards, shopping lists and reduce waste. I think the app has potential, however I store items in different locations to those listed and could not work out how to move them. Also I would like to have items with zero stock, so they are on my shopping list. I would like to have generic food such as blue cheese. I also store some items two different locations such as fridge & freezer."
